epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,2868.28,2.64262,2.53997,2.26444,0.6155,0.42273,0.46429,0.30919,2.85876,3.23903,2.37628,0.0002972,0.0002972,0.0002972
88,2901.17,2.72432,2.52302,2.26488,0.59445,0.44773,0.46445,0.31241,2.87118,3.16469,2.39399,0.0002774,0.0002774,0.0002774
89,2933.37,2.60372,2.43889,2.22972,0.69723,0.39252,0.46846,0.31608,2.87975,3.19281,2.36715,0.0002576,0.0002576,0.0002576
90,2968.3,2.64911,2.43834,2.25672,0.69999,0.40455,0.4638,0.31734,2.85411,3.26648,2.35991,0.0002378,0.0002378,0.0002378
91,3005.86,2.56,2.52692,2.18665,0.6357,0.41818,0.46326,0.31773,2.91991,3.25419,2.35964,0.000218,0.000218,0.000218
92,3037.29,2.48927,2.32787,2.16702,0.6683,0.38864,0.46096,0.31418,2.85761,3.1437,2.34134,0.0001982,0.0001982,0.0001982
93,3069.21,2.54147,2.34698,2.18724,0.65093,0.39091,0.45197,0.31027,2.864,3.22737,2.34589,0.0001784,0.0001784,0.0001784
94,3102.96,2.51308,2.2432,2.14925,0.62294,0.40455,0.45859,0.31092,2.90496,3.19784,2.3612,0.0001586,0.0001586,0.0001586
95,3135.32,2.48218,2.24804,2.17681,0.63083,0.4039,0.46708,0.31923,2.95499,3.08639,2.36706,0.0001388,0.0001388,0.0001388
96,3166.64,2.5354,2.26461,2.15895,0.62106,0.40909,0.46483,0.31446,2.92951,3.22172,2.36313,0.000119,0.000119,0.000119
97,3198.5,2.4723,2.22255,2.1358,0.66405,0.39773,0.46484,0.32121,2.9138,3.1966,2.36847,9.92e-05,9.92e-05,9.92e-05
98,3230.23,2.46813,2.24589,2.16629,0.66157,0.40429,0.46814,0.32293,2.92422,3.1948,2.37031,7.94e-05,7.94e-05,7.94e-05
99,3264.25,2.4286,2.18012,2.13645,0.67455,0.38864,0.47268,0.32134,2.90659,3.18776,2.36522,5.96e-05,5.96e-05,5.96e-05
100,3295.5,2.47526,2.21067,2.15073,0.63136,0.41136,0.47431,0.3262,2.88806,3.18579,2.36366,3.98e-05,3.98e-05,3.98e-05
